SMILES,y_pred_adjust,CAS,Anti
OC1C(O)C(O)C(O)C(O)C1O,0.0026781608,2555,0
Oc1c(I)cc(I)c2cccnc12,0.27666414,2554,0
Oc1c(I)cc(Cl)c2cccnc12,0.5336433,2553,0
Oc1c(Cl)cc(Cl)cc1Sc1cc(Cl)cc(Cl)c1O,0.49877465,2552,0
Oc1c(Cl)cc(Cl)c2cccnc12,0.67806745,2801,1
Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl,0.52731067,2800,1
Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,0.69495076,2551,0
Oc1c(Br)cc(Br)c2cccnc12,0.2768435,2550,0
O=C1C(=O)C(O)C(=O)C(=O)C1O,0.8004109,2549,0
OC1(c2ccc(Cl)c(C(F)(F)F)c2)CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,0.18923084,2548,0
N=C(CC(O)COc1ccccc1-c1ccccc1)N1CCCCC1,0.02174768,2547,0
OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,0.055545826,2546,0
O=C(O)C[n+]1ccccc1,0.030102577,2869,0
O=C(O)CCCc1c[nH]c2ccccc12,0.024827007,2544,0
O=C(O)CCc1c[nH]c2ccccc12,0.041260142,2543,0
O=C(Nc1nc(-c2cc(Cl)cs2)c(N2CCN(C3CCCCC3)CC2)s1)c1cnc(N2CCC(C(=O)O)CC2)c(Cl)c1,0.5007273,2542,0
O=C(O)/C=C/c1c[nH]cn1,0.119507305,2540,0
O=S1(=O)OC(c2ccc(O)cc2)(c2ccc(O)cc2)c2ccccc21,0.043543953,2538,0
O=S1(=O)N[C@H]2CCCN2c2ccccc21,0.006340117,2537,0
O=S1(=O)c2ccccc2OCC2(CCN(Cc3ccccc3)CC2)CN1CC1CC1,0.046815116,2536,0
O=S(=O)(O)O.Oc1cccc2cccnc12,0.6909594,2797,1
O=S(=O)(O)NC1CCCCC1,0.006011711,2534,0
N#CCN1CCC2(CC1)CC(NS(=O)(=O)C1CC1)c1ccccc1O2,0.0021871557,2532,0
O=S(=O)(c1ccccc1)N1CC2CN(Cc3ccccc3)CC2C1,0.0017396583,2531,0
N#Cc1cccc(CN2CC[C@]3(C2)C[C@H](NS(=O)(=O)C2CC2)C3)c1,0.0018800345,2530,0
O=S(=O)(Cc1ccccc1)N1CC2CN(Cc3ccccc3)CC2C1,0.0017082097,2529,0
O=S(=O)(c1cccc2cnccc12)N1CCCNCC1,0.016901636,2528,0
O=S(=O)(C1CC1)N1CC[C@@H]2[C@H]1CCN2Cc1ccoc1,0.0016379164,2526,0
O=S(=O)([O-])CCSSCCS(=O)(=O)[O-].[Na+].[Na+],0.0048411577,2524,0
O=S(=O)([O-])CCS.[Na+],0.04586937,2523,0
O=S(=O)([O-])CCCS(=O)(=O)[O-].[Na+].[Na+],0.030383056,2522,0
O=S(=O)([O-])c1cc(I)c(O)c2ncccc12.[Na+],0.4735968,2520,0
O=P1(NCCCl)OCCCN1CCCl,0.0011225536,2519,0
O=P(O)(O)C(O)(Cn1ccnc1)P(=O)(O)O,0.101575255,2518,0
O=P([O-])([O-])F.[Na+].[Na+],0.047913056,2516,0
O=NN(CCCl)C(=O)NCCCl,0.04717331,2515,0
O=NN(CCCl)C(=O)NC1CCCCC1,0.05426381,2514,0
O=CC(O)C(O)C(O)CO,0.0011552139,2512,0
O=C1OCCN1N=Cc1ccc([N+](=O)[O-])o1,0.84002733,2796,1
O=c1oc2ccccc2c(O)c1Cc1c(O)c2ccccc2oc1=O,0.0016823388,2511,0
O=c1oc2cc(O)ccc2s1,0.3383285,2510,0
O=c1oc2c(O)c(O)cc3c(=O)oc4c(O)c(O)cc1c4c23,0.08167023,2509,0
O=C1OC2(c3ccc(O)cc3Oc3cc(O)ccc32)c2ccccc21,0.0028508448,2508,0
O=C1OC(CO)C(O)C(O)C1O,0.015829923,2507,0
O=C1OC(CN2CCOCC2)CN1N=Cc1ccc([N+](=O)[O-])o1,0.9672226,2506,0
O=C1OC(c2ccc(O)cc2)(c2ccc(O)cc2)c2ccccc21,0.0010341544,2505,0
O=C1OC(C(O)CO)C(O)=C1O,0.28876394,2504,0
O=C1O[Bi](O)Oc2ccccc21,0.052915145,2503,0
O=C1NS(=O)(=O)c2ccccc21,0.119121894,2502,0
O=C1NC(c2ccccc2)=N[C@@]12CC[C@H]1CN(Cc3ccoc3)C[C@H]12,0.00935065,2501,0
O=c1n(Cl)c(=O)n(Cl)c(=O)n1Cl,0.6842041,2500,0
O=C1CSC(=S)N1/N=C/c1ccc([N+](=O)[O-])s1,0.96503854,2795,1
O=C1CN(N=Cc2ccc(-c3ccc([N+](=O)[O-])cc3)o2)C(=O)[N-]1.[Na+],0.30888847,2499,0
N#Cc1c(N2CC(=O)O[Sr]OC(=O)C2)sc2c1CC(=O)O[Sr]OC2=O,0.9607816,2498,0
O=C1CCO1,0.03134995,2497,0
O=c1ccn(C2OC(CO)C(O)C2O)c(=O)[nH]1,0.18268777,2496,0
O=c1cccc2n1CC1CNCC2C1,0.03419014,2495,0
O=C1CCCC2C3CCCN4CCCC(CN12)C34,0.031995863,2494,0
O=C1CCCC2C3CCC[N+]4([O-])CCCC(CN12)C34,0.01742164,2493,0
O=C1CCCC2C3CC(CN12)C1CCCCN1C3.[O-][Cl+3]([O-])([O-])O,0.42306796,2492,0
O=c1cccc(C=Cc2ccc3c(c2)OCO3)o1,0.105048865,2491,0
O=c1ccc2ccc(O)cc2o1,0.27850547,2488,0
O=C1CCc2cc(OCCCCc3nnnn3C3CCCCC3)ccc2N1,0.021098927,2487,0
O=C1CCC23C=CC(=O)NCCCCNCCCNC(=O)C=Cc4ccc(c2c4)OC3C1,0.0014279201,2486,0
O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,0.7941837,2485,0
O=C1CCC(C(=O)O)N1,0.009288675,2484,0
O=c1cc[nH]c(=O)[nH]1,0.16226731,2481,0
O=c1cc(-c2ccccc2O)oc2ccc(O)cc12,0.047036022,2479,0
O=c1cc(-c2ccccc2O)oc2cc(O)ccc12,0.04848813,2478,0
O=c1cc(-c2ccccc2)oc2ccc(O)cc12,0.04341819,2476,0
O=c1cc(-c2ccccc2)oc2cc(O)cc(O)c12,0.03793901,2474,0
O=c1cc(-c2ccccc2)oc2cc(O)c(O)c(O)c12,0.021365715,2473,0
O=c1cc(-c2ccccc2)oc2c(O)c(O)ccc12,0.030366521,2472,0
O=c1cc(-c2cccc(O)c2)oc2ccc(O)cc12,0.054944906,2471,0
O=c1cc(-c2ccc(O)cc2)oc2ccc(O)cc12,0.05207357,2470,0
O=c1cc(-c2ccc(O)cc2)oc2cc(O)ccc12,0.053930357,2469,0
O=C1CC(c2ccc(O)cc2)Oc2cc(O)cc(O)c21,0.0109609105,2468,0
O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,0.045406073,2467,0
O=c1c2ccccc2oc2ccccc12,0.08831192,2465,0
O=c1c2ccccc2oc2ccc(O)cc12,0.09498013,2464,0
O=C1c2ccccc2C(=O)C1c1ccccc1,0.006038157,2461,0
O=C1c2ccccc2C(=O)C1c1ccc(Cl)cc1,0.016693491,2460,0
O=C1c2ccccc2C(=O)C1c1ccc(Br)cc1,0.008026051,2459,0
O=C1c2cccc(O)c2C(=O)c2c(O)cccc21,0.0136389015,2458,0
O=C1C2CC3CC1CC(O)(C3)C2,0.0010073411,2457,0
O=c1c2cc(O)c(O)cc2oc2cc(O)c(C3OC(CO)C(O)C(O)C3O)c(O)c12,0.36457467,2456,0
O=C1c2c(O)cccc2Cc2cccc(O)c21,0.040058956,2455,0
O=C1c2c(O)cc(CO)cc2C(OC2OC(CO)C(O)C(O)C2O)c2cccc(OC3OC(CO)C(O)C(O)C3O)c21,0.015600516,2453,0
O=C1C=CC(=O)c2c(O)cccc21,0.21952318,2452,0
O=C1C=C2CC3(O)COc4cc(O)ccc4C3=C2C=C1O,0.18013002,2451,0
O=C1C=C2CC3(O)COc4c(ccc(O)c4O)C3=C2C=C1O,0.29508543,2450,0
O=C1C=C2C=CC3CC2(O1)C1CCCCN31,0.10691191,2449,0
O=C1C=C2C(=CCOC2O)O1,0.5792425,2793,1
O=C1C=C(O)C(=O)c2ccccc21,0.17893592,2448,0
O=c1c(O)cc(C2Oc3cc(O)cc(O)c3CC2O)cc2c(C3Oc4cc(O)cc(O)c4CC3O)cc(O)c(O)c12,0.0016330688,2446,0
O=c1c(O)c(-c2ccccc2)oc2ccccc12,0.015882041,2445,0
O=c1c(O)c(-c2ccccc2)oc2cccc(O)c12,0.01300655,2444,0
O=c1c(O)c(-c2ccccc2)oc2cc(O)ccc12,0.018257167,2443,0
O=c1c(O)c(-c2ccccc2)oc2cc(O)cc(O)c12,0.014807993,2442,0
O=c1c(O)c(-c2ccc(O)cc2)oc2ccccc12,0.019296754,2440,0
O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,0.017971663,2439,0
O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,0.022074778,2437,0
O=c1c(O)c(-c2ccc(O)c(O)c2)oc2c(O)c(O)cc(O)c12,0.013714416,2435,0
O=c1c(O)c(-c2cc(O)c(O)c(O)c2)oc2cc(O)cc(O)c12,0.026610903,2434,0
O=C1C(O)=C(O)C(=O)C(O)=C1O,0.91965497,2433,0
O=C1C(CCS(=O)c2ccccc2)C(=O)N(c2ccccc2)N1c1ccccc1,0.0020823444,2431,0
O=C1C(CCC(O)c2ccc(F)cc2)C(c2ccc(O)cc2)N1c1ccc(F)cc1,0.0067969523,2430,0
O=c1c(-c2ccc(O)cc2)coc2cc(O)ccc12,0.04380848,2429,0
O=C1C(=Cc2cccs2)CCCC1=Cc1cccs1,0.011838152,2426,0
O=c1[nH]cnc2c1ncn2C1CCC(CO)O1,0.008895337,2423,0
O=c1[nH]cnc2[nH]ncc12,0.14757013,2422,0
O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1I,0.27985632,2417,0
O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1C=CBr,0.41661766,2416,0
O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1C(F)(F)F,0.20664084,2415,0
O=c1[n-]c(=O)n(Cl)c(=O)n1Cl.[Na+],0.6884345,2413,0
O=C1[N-]C(=O)C(c2ccccc2)(c2ccccc2)N1.[Na+],0.0040813796,2412,0
O=C1[C@@H]2[C@H]3CC[C@H](C3)[C@@H]2C(=O)N1CCCCN1CCN(c2ncccn2)CC1,0.7448668,2411,0
O=C(OOC(=O)c1ccccc1)c1ccccc1,0.005078519,2410,0
O=C(OCCN1CCCCC1)c1c[nH]c2ccccc12,0.019637149,2409,0
CCCCCCCCCCCCCCCCOC(=O)CC[n+]1ccccc1,0.9943605,2877,0
CCCCCCOC(=O)C[n+]1ccccc1,0.85509765,2871,0
CCCCCCCCCCCC(=O)OCCC[n+]1ccccc1,0.99424595,2867,1
O=C(OCc1ccccc1)c1cccnc1,0.024439223,2407,0
O=C(OCc1ccccc1)c1ccccc1,0.019504884,2406,0
CCCCCCCCCCCC(=O)OCC[n+]1ccccc1,0.9939877,2860,1
CCCCCCCC/C=C/CCCCCCCC(=O)OCC[n+]1ccccc1,0.99350315,2864,1
CCCCCCCC(=O)OCC[n+]1ccccc1,0.90392077,2861,1
CCOC(=O)C[n+]1ccccc1,0.10034338,2870,0
O=C(OCC(O)CO)c1ccccc1Nc1ccnc2cc(Cl)ccc12,0.008079789,2405,0
O=C(OC1CN2CCC1CC2)c1ccccc1,0.0034509578,2404,0
O=C(Oc1ccccc1C(=O)O)c1ccccc1O,0.0076660994,2403,0
O=C(Oc1cccc2cccnc12)c1ccccc1,0.009008497,2402,0
O=C(OC1CC2CCC(C1)[N+]21CCCC1)C(O)(c1ccccc1)c1ccccc1.[Cl-],0.011643712,2401,0
O=C(OC1Cc2c(O)cc(O)cc2OC1c1ccc(O)c(O)c1)c1cc(O)c(O)c(O)c1,0.0009154136,2400,0
O=C(OC1Cc2c(O)cc(O)cc2OC1c1cc(O)c(O)c(O)c1-c1c(C2Oc3cc(O)cc(O)c3CC2OC(=O)c2cc(O)c(O)c(O)c2)cc(O)c(O)c1O)c1cc(O)c(O)c(O)c1,2.01786e-08,2399,0
O=C(OC1Cc2c(O)cc(O)cc2OC1c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1,0.0011470469,2398,0
O=C(OC1Cc2c(O)cc(O)cc2OC1c1cc(O)c(=O)c2c(O)c(O)cc(C3Oc4cc(O)cc(O)c4CC3O)c2c1)c1cc(O)c(O)c(O)c1,9.36802e-06,2397,0
O=C(O)CSCC(=O)NC1CCSC1=O,0.00338414,2396,0
O=C(O)COc1nn(Cc2ccccc2)c2ccccc12,0.37321338,2395,0
O=C(O)COC(=O)Cc1ccccc1Nc1c(Cl)cccc1Cl,0.051595327,2394,0
O=C(O)CN1C(=O)c2cccc3cccc(c23)C1=O,0.08213499,2393,0
O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CCN(CC(=O)O)CC(=O)O,0.0015816943,2392,0
O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CC(=O)O.[Na+].[Na+],0.0031827725,2391,0
O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CC(=O)O,0.0019053818,2390,0
O=C(O)CCNC(=O)c1ccccc1,0.005857475,2389,0
O=C(O)CCCN1C(=O)c2cccc3cccc(c23)C1=O,0.049033254,2388,0
O=C(O)CCCCCCCCCCCCC1C=CCC1,8.336421e-05,2387,0
O=C(O)CCCCCCCC(O)C(O)CCCCCCO,5.7052668e-05,2386,0
O=C(O)CCCCCCC(=O)O,0.003289621,2384,0
O=C(O)CCCCC1SCC2NC(=O)NC21,0.0029019045,2383,0
O=C(O)CCCCC1CCSS1,0.001015614,2382,0
O=C(O)CCCc1ccc(N(CCCl)CCCl)cc1,0.015192929,2380,0
O=C(O)CCc1nc2ccccc2[nH]1,0.042256016,2379,0
O=C(O)CCc1nc(-c2ccccc2)c(-c2ccccc2)o1,0.0041176793,2378,0
O=C(O)CCC(=O)Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,0.025523884,2376,0
O=C(O)CCC(=O)c1ccc(-c2ccccc2)cc1,0.011044996,2375,0
O=C(O)Cc1ccc(-c2ccccc2)cc1,0.03371441,2374,0
O=C(O)Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1,0.06863724,2373,0
O=C(O)CC[N+](=O)[O-],0.22460309,2372,0
O=C(O)CC(O)(CC(=O)O)C(=O)O,0.00685452,2371,0
O=C(O)C1OC(Oc2cc3oc(-c4ccccc4)cc(=O)c3c(O)c2O)C(O)C(O)C1O,0.12985632,2370,0
O=C(O)C1CSCN1,0.0060329535,2369,0
O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,0.9939407,2791,1
O=C(O)c1cccnc1Nc1cccc(C(F)(F)F)c1,0.16014987,2368,0
O=C(O)C1CCCN1,0.0035472063,2366,0
O=C(O)c1ccccc1O,0.0769914,2365,0
O=C(O)c1ccccc1Nc1cccc(C(F)(F)F)c1,0.22100738,2364,0
O=C(O)c1ccccc1C(=O)Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,0.01889015,2363,0
O=C(O)c1ccccc1,0.06963548,2362,0
O=C(O)c1cccc(O)c1O,0.087880105,2361,0
O=C(O)c1ccc2c(c1)OCO2,0.066106655,2359,0
O=C(O)c1ccc[n+]([O-])c1,0.1315888,2358,0
O=C(O)c1ccc(S(=O)(=O)N(Cl)Cl)cc1,0.035826877,2357,0
O=C(O)c1cc2ccccc2c(Cc2c(O)c(C(=O)O)cc3ccccc23)c1O.OCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,0.00026724397,2355,0
O=C(O)c1cc(O)c2cccc(O)c2n1,0.07798626,2353,0
O=C(O)c1cc(O)c2c(c1)C(C1c3cc(C(=O)O)cc(O)c3C(=O)c3c(OC4OC(CO)C(O)C(O)C4O)cccc31)c1cccc(OC3OC(CO)C(O)C(O)C3O)c1C2=O,0.1862995,2352,0
O=C(O)c1cc(O)c(O)c(O)c1,0.1010252,2351,0
O=C(O)c1cc(N=Nc2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1O,0.027075484,2350,0
O=C(O)C1CC(C2CCCCN2)CN2CCCCC12,0.0037447338,2349,0
O=C(O)c1cc(-c2ccccc2)nc2ccccc12,0.011687634,2348,0
O=C(O)c1cc(-c2ccc(F)cc2F)ccc1O,0.18848456,2347,0
O=C(O)c1cc(=O)c2ccccc2o1,0.084719434,2346,0
O=C(O)c1cc(=O)[nH]c(=O)[nH]1,0.10116283,2345,0
O=C(O)c1c2ccccc2cc2ccccc12,0.021516848,2344,0
O=C(O)C1C(=CCO)OC2CC(=O)N21.[LiH],0.39188173,2343,0
O=C(O)C1=CC(O)C(O)C(O)C1,0.024142515,2342,0
O=C(O)C1(O)CC(O)C(O)C(O)C1,0.0011086989,2341,0
O=C(O)C=Cc1ccc(O)c(O)c1,0.039356127,2340,0
O=C(O)C=Cc1ccc(Cn2ccnc2)cc1,0.08202063,2339,0
O=C(O)C=CC=Cc1ccccc1,0.028068302,2338,0
O=C(O)C=CC=Cc1ccc2c(c1)OCO2,0.022914296,2337,0
O=C(O)C=CC(=O)O.OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1,0.21666142,2336,0
O=C(O)C=C(CC(=O)O)C(=O)O,0.0681123,2334,0
O=C(O)C(S)C(S)C(=O)O,0.023823757,2333,0
O=C(O)C(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO,0.0032238327,2332,0
O=C(O)C(O)C(O)C(O)C(O)C(=O)O,0.012740588,2331,0
O=C(O)C(O)C(O)C(=O)O.OCc1cccnc1,0.002432765,2330,0
O=C(O)C(O)C(O)(Cc1ccc(O)cc1)C(=O)O,0.0023926848,2329,0
O=C(NN=Cc1ccc([N+](=O)[O-])o1)c1ccc(O)cc1,0.039712865,2328,0
O=C(NN=Cc1ccc([N+](=O)[O-])o1)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,0.39875415,2327,0
O=C(NCCO[N+](=O)[O-])c1cccnc1,0.17343855,2326,0
O=C(NCCCN1CCOCC1)c1ccc(Cl)cc1,0.0019951086,2325,0
O=C(NCC1CC1)[C@H]1C[C@@H]2CN(S(=O)(=O)c3ccccc3)C[C@H]1O2,0.0039073224,2323,0
O=C(NCC(O)CO)c1c(I)c(C(=O)NCC(O)CO)c(I)c(N(CCO)C(=O)CO)c1I,0.15475479,2322,0
O=C(NC1CCCCC1)NC1CCCCC1,0.0002815105,2321,0
O=C(Nc1ccccc1)N1C[C@H]2CC[C@@]3(N=C(c4ccccc4)NC3=O)[C@@H]2C1,0.031177847,2319,0
O=C(Nc1ccccc1)c1ccccc1O,0.023129424,2318,0
O=C(NC1CCC1)[C@H]1C[C@@H]2CN(S(=O)(=O)c3ccccc3)C[C@H]1O2,0.005047639,2317,0
O=C(Nc1ccc(C(=O)O)c(O)c1)c1ccccc1,0.009450974,2315,0
O=C(Nc1ccc([N+](=O)[O-])cc1Cl)c1cc(Cl)ccc1O,0.09139966,2314,0
O=C(Nc1cc(Cl)cc(Cl)c1O)c1c(O)c(Cl)cc(Cl)c1Cl,0.3156738,2313,0
O=C(NC(CO)C(O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,0.67919815,2790,1
O=C(NC(Cc1cc(=O)[nH]c2ccccc12)C(=O)O)c1ccc(Cl)cc1,0.0030159662,2310,0
O=C(NC(=O)c1ccccc1Cl)Nc1ccc(OC(F)(F)F)cc1,0.0035554708,2309,0
O=C(NC(=O)c1c(F)cccc1F)Nc1ccc(Cl)cc1,0.030567732,2308,0
O=C(NC(=O)c1c(F)cccc1F)Nc1cc(Cl)c(OC(F)(F)C(F)C(F)(F)F)cc1Cl,0.003897097,2307,0
O=C(c1ncn2c1CNS(=O)(=O)c1ccccc1-2)N1CCCCCC1,0.087487,2306,0
O=C(CO)C(O)C(O)C(O)CO,0.00083121756,2305,0
O=C(CNC(=O)c1ccc(Cl)cc1)NO,0.0027529213,2304,0
O=C(Cn1cnnn1)NC1C(=O)N2C(C(=O)O)=C(CSc3nncs3)CSC12,0.9770835,2789,1
O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,0.02880421,2301,0
O=C(CCCN1CCC(O)(c2ccc(Br)cc2)CC1)c1ccc(F)cc1,0.03615775,2300,0
O=C(CCCN1CC=C(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1,0.048654117,2299,0
O=C(CCCl)NCCc1ccccc1,0.017081466,2298,0
CCCCCCCCCCCCCCCCCC(=O)OCC[n+]1ccccc1,0.9919559,2863,1
CCCCCCCCCCCCCCCC(=O)OCCC[n+]1ccccc1,0.99326223,2868,1
CCCCCCCCCCCCCCCC(=O)OCC[n+]1ccccc1,0.9950713,2862,1
CCCCCCCCCCCC(=O)OC[n+]1ccccc1,0.99453175,2858,1
O=C(CCCCCCCC(=O)NCCO)NCCO,0.00014807958,2296,0
O=C(CCCCCCC(=O)Nc1ccccc1)NO,0.0011654155,2295,0
O=C(CCc1ccc(O)cc1)c1c(O)cc(O)cc1OC1OC(CO)C(O)C(O)C1O,0.0036810876,2293,0
O=C(CCBr)N1CCN(C(=O)CCBr)CC1,0.0055147866,2291,0
N#CCC(=O)c1ccccc1,0.10677964,2290,0
O=C(c1cccnc1)N1CCOCC1,0.008289904,2288,0
O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3C2C1,0.06714912,2287,0
O=C(c1ccc(F)cc1)C1CCN(CCn2c(=O)[nH]c3ccccc3c2=O)CC1,0.021802742,2286,0
O=C(C=Cc1ccccc1)c1ccc(OC2OC(CO)C(O)C(O)C2O)cc1O,0.003362345,2285,0
O=C(C=Cc1ccccc1)c1ccc(O)cc1,0.024360582,2283,0
O=C(C=Cc1ccc(O)cc1)c1ccccc1,0.024112457,2281,0
O=C(C=Cc1ccc(O)cc1)c1ccc(O)cc1O,0.029424395,2280,0
O=C(C=Cc1ccc(O)c(O)c1)OC1CC(O)(C(=O)O)CC(O)C1O,0.0019222458,2279,0
O=C(C=Cc1ccc(O)c(O)c1)C=C(O)C=Cc1ccc(O)c(O)c1,0.004242804,2278,0
O=C(C=CC=Cc1ccc2c(c1)OCO2)N1CCCCC1,0.009836982,2277,0
CCCCCCCCCCCCCCCCOC(=O)C[n+]1ccccc1,0.9950263,2872,0
CCCCCCCCCCCCCCCCCCNC(=O)C[n+]1ccccc1,0.98866206,2875,1
CCCCCCCCCCCCNC(=O)C[n+]1ccccc1,0.99438137,2874,1
